"Looks great, has good features, but my card was... problomatic.",rating rating-1,2019-10-02,10/2/2019 6:54:11 PM,"Pros: Bios switch.
Well built and attractive case.
Power LEDs help communicate power issues.
Adequate connectivityCons: Model is prone to issues.
Overly long requiring a GPU brace.Overall Review: A few of my neighbors, friends, and relatives have Strix cards and only one had issues. I settled on this instead of a FTW as ASUS is one of the scant few partners I'd buy a flagship from, was cheaper, and had good reviews from people I know. My card had a bevy of issues.

I'd BSOD a few times.
GPU heat in a fully open case hit 90C a few times.
Had to manually set a fan curve as the fans did not act is any acceptable way, and GPU still was hitting low 80c of mild or average loads.
Screen would go black, distort, cut in and out among other issues.
Fans had a ridiculous level of coil whine at high levels.
Get so hot as to mess with the other components as I air cool.
Had issues with PSU cables staying in, as the +2 part of them had issues connecting.

I RMAd the card, and Newegg took good care of me (Props to Newegg). They did not have another Strix, so I just got a refund. Bought the EVGA FTW and have not had one issue with it.
I'm more than willing to use Asus tech, have been for years and my new PC has a Asus Mobo. I've had Asus GPUs before and they worked like a charm. Now I get a card that was more or less hostile in its build. I would of given a better review if I had received a replacement to compare it. All I have is the one card I got and it was trash. Sad as I like the over all look and the connectivity, granted not amazing, is just what I need for a GPU. The other features also look great on paper.",Austin M.
Asus... Never again,rating rating-1,2019-10-01,10/1/2019 1:57:22 PM,"Pros: Worked for 6 weeksCons: Card stopped working and started smoking during a game session.
Asus warranty is a joke.Overall Review: Tried to warranty the card. Mentioned that smoke came out of the card and they said they had to move me to a ""safety hazard"" warranty dept and they would call me back in 3 hours. Never called. Called them. They apologized and said that they would call me back within 24-48 hours. They also said they couldn't give me an ""advanced warranty"" (where they take your cc and send you a new card immediately and you send yours when you get it) because it's a safety hazard issue. Feel like I'm getting the runaround so I will just give up. Asus, never again.",Jeff L.
Super fast,rating rating-4,2019-09-22,9/22/2019 5:59:27 AM,"Pros: Fastest consumer graphics card if you don't count the Titan RTX.
Very Aesthetically pleasing.
Good temps while being very quiet at stock settings.
Mine overclocks well but that can vary significantly gpu to gpu.Cons: Price
Not a drastic improvement over my Titan Xp
Asus Software sucks. (Aura/Ai suite)Overall Review: I purchased this card to pair with my 9900k. My previous gpu was a Titan Xp so I didn't expect a huge jump in performance but needed a second GPU for my wife's pc.

Overall I would recommend it for people who want to either play 4k60 ultra or 1440p/144hz ultra.

Mine has zero coil and Samsung memory.",Louis J.
Super fast,rating rating-4,2019-09-22,9/22/2019 5:59:27 AM,"Pros: Fastest consumer graphics card if you don't count the Titan RTX.
Very Aesthetically pleasing.
Good temps while being very quiet at stock settings.
Mine overclocks well but that can vary significantly gpu to gpu.Cons: Price
Not a drastic improvement over my Titan Xp
Asus Software sucks. (Aura/Ai suite)Overall Review: I purchased this card to pair with my 9900k. My previous gpu was a Titan Xp so I didn't expect a huge jump in performance but needed a second GPU for my wife's pc.

Overall I would recommend it for people who want to either play 4k60 ultra or 1440p/144hz ultra.

Mine has zero coil and Samsung memory.",Louis J.
Awesome card,rating rating-4,2019-08-18,8/18/2019 4:04:24 PM,"Pros: -Out of the box my would boost to 1965mhz.
-Runs cool if you set the fan curves right. Mine will run pretty quite at 65-70% fan speed and that keeps it cool at about 58-60c.
-has rgb if that’s your flavor. + you can turn it off if you choose too.
-stable oc +150 on core and +1000 on memoryCons: - power limit isn’t enough only goes to 25 above normal.
-rgb switch to turn them off is on top of the card. So you have to open your case to turn them off. And if you run sli forget it unless you do it before you install second card.
-wish the power limit would go higher for more over locking.Overall Review: Used msi afterburner to set over clocks and used GPUz to see clocks and temps.
Overall this card works and is a great card for the $$ you spend on it. Would buy another if I could.",justin l.
Unbelievable GPU,rating rating-5,2019-08-18,8/18/2019 9:50:02 AM,"Pros: 1. Packing is supreme
2. this is well made
3. its cosmetically beautiful
4. beefy and really adds style to a buildCons: 1. the price is kind of high, but you pay for what you get.Overall Review: anticipation killed me when waiting for this to arrive. I wanted this card so bad i saved for a few months to get it and now my build is done. on a 60hz monitor i pull 144 FPS. im still saving for a 1440p monitor. this thing is awesome, the RGB is sick, the card is fast, it doesnt even break a swear. it stays around 42c under load. ive never seen it higher. no need to OC this thing its already fast enough",David C.
G.O.D. of Graphics,rating rating-5,2019-08-01,8/1/2019 1:23:24 PM,"Pros: - Paired with Intel I9-9900K and GSkill Trident Z Royal (2x16GB)
- Handles every game I throw at it on Ultra settings out of the box
- Highest temp reached was 61 degrees Celsius out of the box (Average is low 50s)
- I haven't even needed to custom overclock or water cool yet because there would be no pointCons: - It is big and I put it in a Lian Li 011 Dynamic with no problem so make sure you have a big case
- No sagging yet but maybe in the future it will start to sag just because it is so big/heavyOverall Review: - If you want to be able to do anything with your computer and play real life Minecraft then this is for you",Nicholas P.
Too Sweet!,rating rating-5,2019-07-28,7/28/2019 8:07:11 AM,"Pros: Very Quiet, cool at full load with temps under 60. For such a powerful card to be so quiet and cool that to me makes it worth it.Cons: Price, but that applies to the entire rtx lineup.Overall Review: Card is large, but does not sag and you do not need a support bracket.",Fernando T.
Thanks newegg,rating rating-5,2019-07-28,7/28/2019 12:42:20 AM,"Pros: Great performance, pro coolingCons: Only price by nvidiaOverall Review: Thanks newegg for all things",MOATH M.
Nonexistent quality control,rating rating-1,2019-07-17,7/17/2019 8:29:40 PM,"Pros: Auxiliary fan headerCons: I got 2 of these cards and on both of them, 2 of the 3 fans made a scratching noise (bad bearing).
Asus GPU Tweak is bug-infested to the point where it's unusable. The fan control graph UI for the middle fan is broken. And none of my settings are remembered.
The fans rev themselves every second unless I set them to minimum 30%. It sounds like a washing machine.Overall Review: Look at how many of the Open Box 2080 Ti's on Newegg are THIS CARD. This is an unfinished product that should have never left the factory.",Brad L.
Do you like coil whine?,rating rating-1,2019-07-16,7/16/2019 7:52:18 AM,"Pros: Runs cool & there are no other alarming issues.Cons: It has made me a whiner.Overall Review: I read the other reviews about this card (and the issues with coil whine) and still went ahead and purchased it. I should have paid attention to their warnings.
It whines when playing games. it whines when not playing games. it whines when surfing the web. it just whines.",Ethan M.
Expensive performance,rating rating-4,2019-07-10,7/10/2019 7:35:03 PM,"Pros: Run everything maxed out.

+90Mhz GPU Clock, +500MHz Memory Clock, + 25% Power Target runs around 70C at 80% fan speed under full load. Normal load runs quite.Cons: Expensive performance gain from GTX 1080 TI. 10 - 20 FPS gain depend on the game but nothing crazy.

Not a lot of games support ray tracing at the moment.

300W+ energy draw under full load...Overall Review: ""Coil whine"" high pitch noise from the capacitors were driving me nuts. (even at idle)

I was about to RMA this card but I then swapped the 6+2 pin connector ports just for haha, the whine magically stopped completely....

The only thing that is different is that one of the 6+2 connectors is from the PSU directly, one is from the PSU modular port. Still can't believe swapping the connectors fixed the issue, but lol I don't have to deal with RMA now.",Ho Y.
The price is insane,rating rating-3,2019-06-27,6/27/2019 2:36:17 PM,Pros: The powerCons: Sell my house for this cardOverall Review: My wallet need a psy,maxime g.
Was it really worth it. Only two eggs because when it did work it was everything!,rating rating-2,2019-06-21,6/21/2019 11:45:25 AM,Pros: The powerCons: Sell my house for this cardOverall Review: My wallet need a psy,William K.
Fastest card i've ever had but.....,rating rating-2,2019-06-07,6/7/2019 12:45:12 AM,"Pros: This card is simply amazing, u can trow anything at it at 1440P it doesn't even stress it, always staying in the 50-55c under gaming, 28-30c idle.
Coming from a 1080 strix i knew that card would be silent like all other strix's cards, well.... NOTCons: At first there was coil whine, i thought it was not that bad and that it would go away as i run it.... well i was wrong, now its so bad i dont even want to game with it... sucks to have a 4-5K pc to have such a noise coming from it... when i showed this to one of my friend he was asking if i really paid almost 2k for this ... what a shame, i will probably contact asus soon and get it rma'd..Overall Review: I heard EVGA are much less likely to have coil whine...
The worst on that is asus replying to comments here saying that people with "" sensitive "" ears to play with headphone... this is just unbelievable haha

will update the review once i get a REAL silent card.. tbc",sebastien s.
Best card and best service,rating rating-5,2019-06-04,6/4/2019 9:48:43 PM,"Pros: This card is simply amazing, u can trow anything at it at 1440P it doesn't even stress it, always staying in the 50-55c under gaming, 28-30c idle.
Coming from a 1080 strix i knew that card would be silent like all other strix's cards, well.... NOTCons: At first there was coil whine, i thought it was not that bad and that it would go away as i run it.... well i was wrong, now its so bad i dont even want to game with it... sucks to have a 4-5K pc to have such a noise coming from it... when i showed this to one of my friend he was asking if i really paid almost 2k for this ... what a shame, i will probably contact asus soon and get it rma'd..Overall Review: I heard EVGA are much less likely to have coil whine...
The worst on that is asus replying to comments here saying that people with "" sensitive "" ears to play with headphone... this is just unbelievable haha

will update the review once i get a REAL silent card.. tbc",Harjot G.
An Expensive Beast!,rating rating-5,2019-04-20,4/20/2019 6:32:57 AM,"Pros: Awesome Framerates @ 1440p/144hz, My i9 9900K pairs well with this.
Cool after I changed default fan curve to 70% Max load. 55c-58c
No Artifacts like others.
Uses Samsung Memory now. 2 months in ,so far so good. 0 issuesCons: Price, not sure it's really worth this kind of money.
Side LED White Colour Doesn't match back plate White Colour.Overall Review: Will update if I have any artifacts/ failures",Chris A.
An Expensive Beast!,rating rating-5,2019-04-20,4/20/2019 6:32:57 AM,"Pros: Awesome Framerates @ 1440p/144hz, My i9 9900K pairs well with this.
Cool after I changed default fan curve to 70% Max load. 55c-58c
No Artifacts like others.
Uses Samsung Memory now. 2 months in ,so far so good. 0 issuesCons: Price, not sure it's really worth this kind of money.
Side LED White Colour Doesn't match back plate White Colour.Overall Review: Will update if I have any artifacts/ failures",Chris A.
An Expensive Beast!,rating rating-5,2019-04-20,4/20/2019 6:32:57 AM,"Pros: Awesome Framerates @ 1440p/144hz, My i9 9900K pairs well with this.
Cool after I changed default fan curve to 70% Max load. 55c-58c
No Artifacts like others.
Uses Samsung Memory now. 2 months in ,so far so good. 0 issuesCons: Price, not sure it's really worth this kind of money.
Side LED White Colour Doesn't match back plate White Colour.Overall Review: Will update if I have any artifacts/ failures",Chris A.
This is amazing,rating rating-5,2019-04-01,4/1/2019 1:38:16 AM,"Pros: this graphics card can work with anything from 120-144 hertz non stop at any title you throw at it. most way stay at 144 and others from 120-144 but this baby is worth every penny, got nothing wrong with it, loving it. thank you for making this beauty.Cons: honestly nothing, takes everything at it and says, nahh. i'm better than anything.Overall Review: honestly, it was worth the buy for someone that wants to experience the best. overclocks well too.",Helder T.
This is amazing,rating rating-5,2019-04-01,4/1/2019 1:38:16 AM,"Pros: this graphics card can work with anything from 120-144 hertz non stop at any title you throw at it. most way stay at 144 and others from 120-144 but this baby is worth every penny, got nothing wrong with it, loving it. thank you for making this beauty.Cons: honestly nothing, takes everything at it and says, nahh. i'm better than anything.Overall Review: honestly, it was worth the buy for someone that wants to experience the best. overclocks well too.",Helder T.
"Massive buzzing in games, not at all in normal Windows use",rating rating-2,2019-03-05,3/5/2019 8:38:20 PM,"Pros: Games run well, consistently, at high FPS
Card runs Cool -- not above 60C even at high load in gamesCons: Massive buzzing during games (No, it isn't my power supply, yes I run with two separate cables for each 8 pin connector). I don't like to play games with a headset unless I am actively talking to other people, and the sound is awful. Sometimes it goes away when FPS dips under 70 or so. I have framerate limited to my monitor's refresh rate (120 FPS) and...yeah.

Happens in Anthem
Happens in Destiny 2

Haven't listened for it in other games yet. But this is bad. I'll be contacting Newegg tomorrow to set up an RMA for this and, at the same time, will be buying a different brand card so that I have one to use while I wait, since this is the only video card I have and I'd rather not have an unusable computerOverall Review: I would not recommend this card to anyone unless that person is always using headphones or has a sound proof case. Yes, I know this is common on most high end video cards, but there are definitely people out there without the issue, so there is something that can be done to prevent it on a larger scale.

I will not be buying ASUS cards again.",Brian B.
It works,rating rating-5,2019-03-04,3/4/2019 2:42:20 PM,"Pros: My fear is I'm going to get a faulty product, but I guess I lucked out, at least so far. Easy to overclock, stays pretty cool, fans are quiet. I mean.. it's a 2080ti, runs everything with ease.Cons: None yet.Overall Review: I would recommend it if you can afford to it and are really into having the best gear.",Nathan R.
It works,rating rating-5,2019-03-04,3/4/2019 2:42:20 PM,"Pros: My fear is I'm going to get a faulty product, but I guess I lucked out, at least so far. Easy to overclock, stays pretty cool, fans are quiet. I mean.. it's a 2080ti, runs everything with ease.Cons: None yet.Overall Review: I would recommend it if you can afford to it and are really into having the best gear.",Nathan R.
"Good product, but I have coil whine and vibration problems",rating rating-3,2019-02-04,2/4/2019 8:32:22 PM,"Pros: - Does really well at 1440p 165hz gaming.
- Amazingly fast.
- Amazing temps.
- Good overclocking headroom, got around 2150 on core and 8000 on memory.Cons: - Fan vibrations at 75% or above.
- Coil whine when gaming and does get annoying.
- High price point when there are still problems with the card (Bought it at $1650 and it has gone down by then)Overall Review: Buying lots of ASUS products I have seen their quality control, and for me it wasn't especially great. I have both a ASUS motherboard with 2 broken memory slots which i still haven't sent in for repairs since I have lost my CPU cover, and I possibly have to send this GPU in because of coil whine and fan vibrations. It is also made worse that they wont do any cross shipping.

I would hope that you get a higher quality product than I did if you plan on buying this card.

(Will update to 5/5 once i receive a new card with these problems fixed, if I ever send it out...)",Eric D.
"Good product, but I have coil whine and vibration problems",rating rating-3,2019-02-04,2/4/2019 8:32:22 PM,"Pros: - Does really well at 1440p 165hz gaming.
- Amazingly fast.
- Amazing temps.
- Good overclocking headroom, got around 2150 on core and 8000 on memory.Cons: - Fan vibrations at 75% or above.
- Coil whine when gaming and does get annoying.
- High price point when there are still problems with the card (Bought it at $1650 and it has gone down by then)Overall Review: Buying lots of ASUS products I have seen their quality control, and for me it wasn't especially great. I have both a ASUS motherboard with 2 broken memory slots which i still haven't sent in for repairs since I have lost my CPU cover, and I possibly have to send this GPU in because of coil whine and fan vibrations. It is also made worse that they wont do any cross shipping.

I would hope that you get a higher quality product than I did if you plan on buying this card.

(Will update to 5/5 once i receive a new card with these problems fixed, if I ever send it out...)",Eric D.
Beastly beautiful,rating rating-5,2019-01-29,1/29/2019 7:03:46 PM,"Pros: Excellent performance at 4k
Very quiet under load
Excellent build quality with the brace adding significant structural integrity to such a fat card
Great looking aesthetic that plays very well with Asus' Aura software and with lights off is color neutralCons: Absurd price. But this is more an nvidia thing than Asus. The premium over the Founder's Edition is worth it. The fact that Nvidia prices are so high to begin with though is ridiculous.Overall Review: I transitioned from a desk setup to a TV and couch setup and needed more performance for 4k. Had an Asus Strix 1080 Ti OC prior. The performance boost is significant and I haven't found a game yet that I have performance problems with keeping 60 fps in yet at max settings (AA on low).

The card is practically triple slot wide so you'll need to have ample room for it. No mini itx cases that I know of will fit this guy. Fits snugly in a Fractal Design Meshify C",Nestor R.
Silent Powerhouse ;-),rating rating-5,2019-01-29,1/29/2019 6:44:50 PM,"Pros: Overclocked to 2100 on core and 15502 Mem no sweat. Max temp 66c running flat out bench. Fans set at custom curve to ramp up to 80% at 60c. During gaming in GTA5 everything maxed fans are not audible. No problems here.Cons: Nvidia gifts BFV and Anthem only giving me a partial download key. Will not let me click on ""free gift item"" wth. Haven't contacted Nvidia as of yet. Other than not being able to download my gifts yet I'm satisfied... except for the HIGH AS THE SKY PRICE!! I bought for 1599 and that was two weeks ago. Shortly after my purchase, the price shot up to 1799. Honesty, it's just not worth this insane price. This card should be under a grand. But yeah, I still bought it right? Only because I just did a completely brand new build. Well, everything but my mouse and pad, lol. I went all out and the graphics card was my last piece of hardware. I couldn't skimp here could I? No way. So after much research I bought this. I'm happy if I just don't think about what I paid for it.Overall Review: ASRock Z390 Taichi Ultimate; Intel Core i9-9900K; NZXT Kraken 360mm RGB cpu cooling; G.Skill TridentZ RGB DDR4 3200 14-14-14-34 (2x8GB); Samsung 970 EVO 1TB-NVMe M.2 2280 SSD; Asus RTX 2080Ti Strix ; Corsair Crystal 570X RGB Mid-Tower Tempered Glass; MSI 32"" Curved Screen Gaming Monitor 1ms 2560x1440; Corsair Strafe RGB MK.2 MX Silent Mechanical Keyboard; Corsair M65 Pro RGB FPS Gaming Mouse 12000 DPI",David H.
Powerful but unreliable.,rating rating-1,2019-01-23,1/23/2019 1:39:17 PM,"Pros: Fast for an hour and a halfCons: This card worked for less than 2 hours. After about 2 hours of gameplay multiple monitors when dark. I rebooted and no longer had the Nvidia control panel. I saw artifacting at times, I had reboots and crashed to at times. I uninstalled and reinstalled Nvidia's 417 driver MANY times. It would also only boot up at 1024x768 resolution at times. This is insane to think that NVIDIA is not looking into this and fixing the issue faster. It is NOT only an issue with the FE models. Everything graced with RTX 2080 ti scares me now. Now I am left with store credit in an amount that no other GPU can use for the SECOND time.Overall Review: This card was bought mostly with store credit I received from a defective model Gigabyte Windforce OC RTX 2080 ti which lasted 3 weeks before dieing.",Justin D.
Powerful but unreliable.,rating rating-1,2019-01-23,1/23/2019 1:39:17 PM,"Pros: Fast for an hour and a halfCons: This card worked for less than 2 hours. After about 2 hours of gameplay multiple monitors when dark. I rebooted and no longer had the Nvidia control panel. I saw artifacting at times, I had reboots and crashed to at times. I uninstalled and reinstalled Nvidia's 417 driver MANY times. It would also only boot up at 1024x768 resolution at times. This is insane to think that NVIDIA is not looking into this and fixing the issue faster. It is NOT only an issue with the FE models. Everything graced with RTX 2080 ti scares me now. Now I am left with store credit in an amount that no other GPU can use for the SECOND time.Overall Review: This card was bought mostly with store credit I received from a defective model Gigabyte Windforce OC RTX 2080 ti which lasted 3 weeks before dieing.",Justin D.
Powerful but unreliable.,rating rating-1,2019-01-23,1/23/2019 1:39:17 PM,"Pros: Fast for an hour and a halfCons: This card worked for less than 2 hours. After about 2 hours of gameplay multiple monitors when dark. I rebooted and no longer had the Nvidia control panel. I saw artifacting at times, I had reboots and crashed to at times. I uninstalled and reinstalled Nvidia's 417 driver MANY times. It would also only boot up at 1024x768 resolution at times. This is insane to think that NVIDIA is not looking into this and fixing the issue faster. It is NOT only an issue with the FE models. Everything graced with RTX 2080 ti scares me now. Now I am left with store credit in an amount that no other GPU can use for the SECOND time.Overall Review: This card was bought mostly with store credit I received from a defective model Gigabyte Windforce OC RTX 2080 ti which lasted 3 weeks before dieing.",Justin D.
Powerful but unreliable.,rating rating-1,2019-01-23,1/23/2019 1:39:17 PM,"Pros: Fast for an hour and a halfCons: This card worked for less than 2 hours. After about 2 hours of gameplay multiple monitors when dark. I rebooted and no longer had the Nvidia control panel. I saw artifacting at times, I had reboots and crashed to at times. I uninstalled and reinstalled Nvidia's 417 driver MANY times. It would also only boot up at 1024x768 resolution at times. This is insane to think that NVIDIA is not looking into this and fixing the issue faster. It is NOT only an issue with the FE models. Everything graced with RTX 2080 ti scares me now. Now I am left with store credit in an amount that no other GPU can use for the SECOND time.Overall Review: This card was bought mostly with store credit I received from a defective model Gigabyte Windforce OC RTX 2080 ti which lasted 3 weeks before dieing.",Justin D.
ASUS ROG GeForce RTX 2080 Ti,rating rating-3,2018-12-26,12/26/2018 9:02:12 AM,Pros: Beast of a card handles games at high frame rates for 1440p high/ultra settings this card is well constructed solid built cooler my temps were low to mid 60’s under load in OC mode at a fan speed of around 40-50%Cons: Unfortunately had to RMA this card very dissapointed as this card with gst is just under 2k I’m experiencing extreme buzzing/coil whine not under load and under load as well it was so bad I could here it over my nine 120mm case fans at 2000rpmOverall Review: Giving three eggs only due to solid construction and cooling of the card,NATHAN C.
RTX 2080 TI Where is the quality?,rating rating-1,2018-12-21,12/21/2018 9:01:26 AM,"Pros: Ran cool
It was 20 -25% faster then the Titan Xp I was using prior
Extremely nice looking cardCons: New out of the box Fans are buzzing/rattling left one is the worst the middle one seems more random. its loud enough it can easily be heard with case fans on and side cover closed. I made video of it posted on Asus forum zero help from anyone. Coil whine just about as loud as the buzzing from the fans I could have lived with that but the fans are a deal breaker. (had zero coil whine from my Titan) When I removed the card to Rma I noticed manufacturer defects, every fan has individual blades with actual pieced missing from blades. I suspect that's the reason for the buzzing/rattle took pics posted on Asus forum also no replies. This part I was unlucky the card was a very poor over clocker in no way stable using the Nvidia scanner (auto over clocking tool). Newegg Rma process was great they made it super easy. Asked for Rma replacement then the reply (we no longer carrying the item we have arranged for a refund) so you guessed it no stock available.Overall Review: If you think the quality/control of the product increased with the price you would be wrong. How does a card like this make it to a customer for close to $1900 Canadian. Been buying hi-end Asus products for years could not be more disappointed with how this played out.",LYLE W.
RTX 2080 TI Where is the quality?,rating rating-1,2018-12-21,12/21/2018 9:01:26 AM,"Pros: Ran cool
It was 20 -25% faster then the Titan Xp I was using prior
Extremely nice looking cardCons: New out of the box Fans are buzzing/rattling left one is the worst the middle one seems more random. its loud enough it can easily be heard with case fans on and side cover closed. I made video of it posted on Asus forum zero help from anyone. Coil whine just about as loud as the buzzing from the fans I could have lived with that but the fans are a deal breaker. (had zero coil whine from my Titan) When I removed the card to Rma I noticed manufacturer defects, every fan has individual blades with actual pieced missing from blades. I suspect that's the reason for the buzzing/rattle took pics posted on Asus forum also no replies. This part I was unlucky the card was a very poor over clocker in no way stable using the Nvidia scanner (auto over clocking tool). Newegg Rma process was great they made it super easy. Asked for Rma replacement then the reply (we no longer carrying the item we have arranged for a refund) so you guessed it no stock available.Overall Review: If you think the quality/control of the product increased with the price you would be wrong. How does a card like this make it to a customer for close to $1900 Canadian. Been buying hi-end Asus products for years could not be more disappointed with how this played out.",LYLE W.
Good overclocker,rating rating-5,2018-12-17,12/17/2018 6:57:50 AM,Pros: cooler runs quiet at stock settings but when I OC to 2050 I turn fans up so it stays under 70c but still isn't that loud but does dump a lot of heat in to my case after about 2 hours of gaming my temper glass side panels are hot to the touch on my Be Quiet 601 caseCons: haven't found a water block yet and unsure of my part number yet 90YV0CC0-M0AA00 most part number I can find info on are 90YV0CC0-M0MN00Overall Review: had about 5 weeks now no problems Runs CoD4 at 60ish FPS at 4k and 120FPS at 3440x1440,jeremy B.
when is it going to be available?:),rating rating-5,2018-12-14,12/14/2018 2:50:42 PM,Pros: cooler runs quiet at stock settings but when I OC to 2050 I turn fans up so it stays under 70c but still isn't that loud but does dump a lot of heat in to my case after about 2 hours of gaming my temper glass side panels are hot to the touch on my Be Quiet 601 caseCons: haven't found a water block yet and unsure of my part number yet 90YV0CC0-M0AA00 most part number I can find info on are 90YV0CC0-M0MN00Overall Review: had about 5 weeks now no problems Runs CoD4 at 60ish FPS at 4k and 120FPS at 3440x1440,david C.
"very quite, does exactly what it says it will doe",rating rating-5,2018-12-13,12/13/2018 9:21:10 AM,Pros: cooler runs quiet at stock settings but when I OC to 2050 I turn fans up so it stays under 70c but still isn't that loud but does dump a lot of heat in to my case after about 2 hours of gaming my temper glass side panels are hot to the touch on my Be Quiet 601 caseCons: haven't found a water block yet and unsure of my part number yet 90YV0CC0-M0AA00 most part number I can find info on are 90YV0CC0-M0MN00Overall Review: had about 5 weeks now no problems Runs CoD4 at 60ish FPS at 4k and 120FPS at 3440x1440,Jonathan Q.
good card,rating rating-5,2018-12-06,12/6/2018 3:04:44 AM,Pros: cooler runs quiet at stock settings but when I OC to 2050 I turn fans up so it stays under 70c but still isn't that loud but does dump a lot of heat in to my case after about 2 hours of gaming my temper glass side panels are hot to the touch on my Be Quiet 601 caseCons: haven't found a water block yet and unsure of my part number yet 90YV0CC0-M0AA00 most part number I can find info on are 90YV0CC0-M0MN00Overall Review: had about 5 weeks now no problems Runs CoD4 at 60ish FPS at 4k and 120FPS at 3440x1440,Halford G.
